customer_id,free_trial_group,converted
7745860,2,0
6068909,2,0
6871885,2,0
639377,2,0
151013,2,0
491824,2,0
2027951,2,0
1996812,2,0
5322786,2,0
8004836,2,0
5275700,2,0
1858916,2,0
11281105,2,0
8094130,2,0
21113608,2,0
7184911,2,0
5765768,2,0
12470167,2,0
9867380,2,0
8139755,2,0
6123197,2,0
18295922,2,0
17767684,2,0
5685701,2,0
14935120,2,0
15372780,2,0
22933265,2,0
6910587,2,0
9968011,2,0
18442056,2,0
137837,2,0
7487399,2,0
10412517,2,0
10090183,2,0
5154046,2,0
22335377,2,0
23740178,2,0
14567791,2,0
15999756,2,0
19926024,2,0
1204872,2,0
875956,2,0
5712455,2,0
22096132,2,0
6794033,2,0
17927457,2,0
214063,2,0
11325411,2,0
19898761,2,0
11477628,2,0
21486389,2,0
21036945,2,0
6092607,2,0
8397315,2,0
31030,2,0
8498426,2,0
24096956,2,0
18716397,2,0
180640,2,0
277685,2,0
8646300,2,0
8393146,2,0
20317880,2,0
15075991,2,0
6072468,2,0
5271388,2,0
869483,2,0
22400355,2,0
11473924,2,0
7226378,2,0
11280300,2,0
23615528,2,0
6610342,2,0
5189951,2,0
1421647,2,0
1003468,2,0
20178240,2,0
10852075,2,0
15522373,2,0
16484617,2,0
10536481,2,0
1418758,2,0
9828531,2,0
9034031,2,0
16891907,2,0
17852609,2,0
7844644,2,0
522168,2,0
8370678,2,0
6389710,2,0
12130978,2,0
7386551,2,0
24461018,2,0
10378065,2,0
10364922,2,0
962706,2,0
729005,2,0
16765665,2,0
22651200,2,0
1225231,2,0
1436058,2,0
2092497,2,0
21648740,2,0
8549,2,0
5473098,2,0
7628537,2,0
8603080,2,0
11766632,2,0
21008867,2,0
102728,2,0
1133698,2,0
11308857,2,0
11592279,2,0
12248971,2,0
678597,2,0
18277096,2,0
1808501,2,0
19941769,2,0
609834,2,0
21790242,2,0
2213965,2,0
12687188,2,0
14363685,2,0
1501259,2,0
23897741,2,0
18149475,2,0
24718086,2,0
12909526,2,0
22568379,2,0
23418743,2,0
8543473,2,0
23462788,2,0
10249535,2,0
7281208,2,0
13480883,2,0
128463,2,0
672242,2,0
12969890,2,0
10542515,2,0
19113243,2,0
13638144,2,0
19086932,2,0
1249881,2,0
16878618,2,0
5992001,2,0
5522929,2,0
15874448,2,0
17008431,2,0
13906399,2,0
19762367,2,0
7935904,2,0
145679,2,0
5154598,2,0
9892317,2,0
1869452,2,0
4881,2,0
7576449,2,0
5154434,2,0
65045,2,0
20216583,2,0
17402937,2,0
21274806,2,0
18633847,2,0
21253580,2,0
23826790,2,0
17461393,2,0
9153431,2,0
11317556,2,0
6591988,2,0
21258372,2,0
23499816,2,0
6322912,2,0
9990717,2,0
8712734,2,0
6524512,2,0
6574589,2,0
916922,2,0
5184347,2,0
674047,2,0
16721562,2,0
7809713,2,0
1468457,2,0
20587746,2,0
1053943,2,0
5857346,2,0
16512012,2,0
11323551,2,0
10970767,2,0
657377,2,0
12842986,2,0
218872,2,0
22651973,2,0
8392743,2,0
12040179,2,0
19622931,2,0
20589014,2,0
22029165,2,0
6422607,2,0
19222387,2,0
10684461,2,0
24590728,2,0
12857,2,0
23420045,2,0
7653009,2,0
23498275,2,0
20691925,2,0
7527480,2,0
15507478,2,0
10644207,2,0
18431359,2,0
15391584,2,0
24324340,2,0
1417322,2,0
7563135,2,0
170487,2,0
2031940,2,0
22630433,2,0
5240314,2,0
6393605,2,0
23143921,2,0
24208999,2,0
7447618,2,0
8497039,2,0
11282371,2,0
7003468,2,0
20503215,2,0
16659992,2,0
11661642,2,0
943469,2,0
12097875,2,0
7688961,2,0
11512865,2,0
23506569,2,0
1054816,2,0
18227963,2,0
362534,2,0
15436322,2,0
10174357,2,0
6236680,2,0
63651,2,0
7983876,2,0
17166548,2,0
7045899,2,0
13158453,2,0
20426762,2,0
22506275,2,0
12756969,2,0
10517533,2,0
24213434,2,0
19579386,2,0
797959,2,0
5499444,2,0
1518574,2,0
13393438,2,0
772226,2,0
11275574,2,0
10229339,2,0
1980891,2,0
14370478,2,0
14361833,2,0
7516819,2,0
22531978,2,0
811262,2,0
12558529,2,0
18756207,2,0
246238,2,0
1788369,2,0
21625543,2,0
8782135,2,0
8098573,2,0
13278905,2,0
373644,2,0
11165925,2,0
15093242,2,0
5095022,2,0
9770084,2,0
7268398,2,0
7970026,2,0
11440906,2,0
200397,2,0
20123106,2,0
8098106,2,0
21295654,2,0
19258665,2,0
10072438,2,0
16955529,2,0
19458200,2,0
17900648,2,0
7771843,2,0
1483594,2,0
373068,2,0
7935558,2,0
7522472,2,0
12956437,2,0
56523,2,0
58,2,0
1438747,2,0
12947695,2,0
15680388,2,0
13526100,2,0
1670436,2,0
9027941,2,0
11472166,2,0
16693030,2,0
1167234,2,0
9651276,2,0
19038888,2,0
7699112,2,0
22883375,2,0
13054765,2,0
5356590,2,0
21105986,2,0
431659,2,0
621707,2,0
6753057,2,0
19463938,2,0
13560766,2,0
2136904,2,0
31303,2,0
21122825,2,0
24027064,2,0
442935,2,0
23310531,2,0
1871850,2,0
530311,2,0
20560450,2,0
21654762,2,0
1414371,2,0
12458971,2,0
12143173,2,0
21303635,2,0
18480723,2,0
6040448,2,0
14915429,2,0
20454412,2,0
14230042,2,0
1998855,2,0
9919665,2,0
8551005,2,0
5464680,2,0
1454879,2,0
1179343,2,0
1285653,2,0
6221262,2,0
1844110,2,0
17638127,2,0
449325,2,0
17823927,2,0
2045654,2,0
1115358,2,0
463781,2,0
10094942,2,0
271936,2,0
9795821,2,0
94045,2,0
11571014,2,0
11222393,2,0
1283024,2,0
8658162,2,0
24556143,2,0
6796432,2,0
14349100,2,0
1846333,2,0
22912034,2,0
2125131,2,0
9895496,2,0
6185078,2,0
24654169,2,0
17019928,2,0
11217947,2,0
10621066,2,0
1906904,2,0
9169957,2,0
7101434,2,0
11736292,2,0
15132641,2,0
10492490,2,0
7390738,2,0
9999199,2,0
6621527,2,0
9628366,2,0
7140864,2,0
2211406,2,0
22694101,2,0
866939,2,0
18621859,2,0
1081819,2,0
5340122,2,0
1853042,2,0
19800607,2,0
7322726,2,0
20766317,2,0
7740981,2,0
10094805,2,0
22784825,2,0
6014590,2,0
7713267,2,0
11308591,2,0
6971550,2,0
7944889,2,0
7035732,2,0
336954,2,0
484282,2,0
16308988,2,0
10922020,2,0
22768130,2,0
18281539,2,0
12527091,2,0
13587042,2,0
13331384,2,0
1499849,2,0
17679319,2,0
6117619,2,0
19792052,2,0
24557793,2,0
5216590,2,0
21250889,2,0
2051891,2,0
81091,2,0
7899227,2,0
10858897,2,0
554029,2,0
23432589,2,0
16212213,2,0
14694713,2,0
16543945,2,0
231184,2,0
650954,2,0
12802469,2,0
873135,2,0
19291326,2,0
8836073,2,0
5717620,2,0
12563684,2,0
1156476,2,0
11821590,2,0
15275951,2,0
14353854,2,0
1200171,2,0
5504753,2,0
7950719,2,0
11327906,2,0
10089775,2,0
19965146,2,0
7443204,2,0
22421741,2,0
14279164,2,0
21887358,2,0
19438804,2,0
7517711,2,0
23896780,2,0
20643399,2,0
9038255,2,0
8074568,2,0
11001296,2,0
9792935,2,0
22091271,2,0
22700715,2,0
8809932,2,0
3125938,2,0
338242,2,0
1091035,2,0
1190680,2,0
8727707,2,0
12892359,2,0
19645062,2,0
22842096,2,0
13401511,2,0
21735721,2,0
9924913,2,0
933634,2,0
12191445,2,0
6273815,2,0
11066029,2,0
10532914,2,0
18260324,2,0
19996900,2,0
23977674,2,0
504466,2,0
5604688,2,0
18035426,2,0
6183921,2,0
34085,2,0
652677,2,0
6079220,2,0
23937196,2,0
16267737,2,0
1297594,2,0
113560,2,0
23877665,2,0
1472910,2,0
22170309,2,0
559137,2,0
20329890,2,0
8467561,2,0
17374860,2,0
16797614,2,0
1581070,2,0
1304605,2,0
17213191,2,0
6980822,2,0
18912201,2,0
9909635,2,0
9165901,2,0
16052232,2,0
102150,2,0
281167,2,0
207112,2,0
9673822,2,0
8294803,2,0
10981167,2,0
1666273,2,0
12417782,2,0
20817743,2,0
19238446,2,0
6277829,2,0
6386673,2,0
496702,2,0
19937294,2,0
11757024,2,0
14612826,2,0
47301,2,0
6818557,2,0
6923059,2,0
2005893,2,0
6798224,2,0
17612327,2,0
7851895,2,0
11645507,2,0
21700573,2,0
17656295,2,0
18355293,2,0
12404819,2,0
5355853,2,0
5686556,2,0
8344781,2,0
231182,2,0
2144542,2,0
6007861,2,0
13385436,2,0
9803673,2,0
12613316,2,0
6715838,2,0
23943591,2,0
8148307,2,0
1301474,2,0
11698171,2,0
8076184,2,0
6059348,2,0
196312,2,0
365038,2,0
15669414,2,0
8145881,2,0
7975719,2,0
10401648,2,0
1002222,2,0
477853,2,0
19456912,2,0
11153672,2,0
11347198,2,0
5937524,2,0
6814813,2,0
11576776,2,0
15059218,2,0
7860942,2,0
24677689,2,0
5816371,2,0
8218595,2,0
17776313,2,0
13248018,2,0
8570585,2,0
24802853,2,0
14171666,2,0
11702645,2,0
17576035,2,0
1803600,2,0
21312323,2,0
17948563,2,0
23128498,2,0
21464652,2,0
21439549,2,0
20347352,2,0
13748696,2,0
858504,2,0
13090182,2,0
18172854,2,0
15066051,2,0
1136160,2,0
422315,2,0
20475955,2,0
14528830,2,0
7842920,2,0
11156044,2,0
8807500,2,0
1939974,2,0
1529960,2,0
10353902,2,0
8598190,2,0
7864547,2,0
6540448,2,0
11818844,2,0
1329832,2,0
197454,2,0
145178,2,0
14273436,2,0
12163393,2,0
9949478,2,0
1315688,2,0
12471119,2,0
532785,2,0
271763,2,0
18859336,2,0
8205447,2,0
1136369,2,0
11315257,2,0
1968391,2,0
5967125,2,0
7252771,2,0
11343482,2,0
346384,2,0
16984967,2,0
579790,2,0
14613716,2,0
8518269,2,0
8614349,2,0
22630768,2,0
6461509,2,0
737319,2,0
12924322,2,0
618108,2,0
12949578,2,0
8470742,2,0
1888476,2,0
171646,2,0
5207878,2,0
5453874,2,0
10575852,2,0
298374,2,0
5721372,2,0
2196869,2,0
17196523,2,0
5151928,2,0
23918279,2,0
17336913,2,0
10047743,2,0
21088032,2,0
401986,2,0
421790,2,0
20817772,2,0
1703891,2,0
22873227,2,0
583049,2,0
6104650,2,0
971157,2,0
19249521,2,0
1337188,2,0
13314721,2,0
8803828,2,0
166316,2,0
12216347,2,0
6041898,2,0
7261131,2,0
19827508,2,0
7247752,2,0
21791805,2,0
18996012,2,0
7977404,2,0
8503148,2,0
14196099,2,0
5616794,2,0
1005892,2,0
5786705,2,0
10572532,2,0
2139986,2,0
21252245,2,0
1240980,2,0
9612413,2,0
11583897,2,0
16675579,2,0
14791346,2,0
7819828,2,0
736908,2,0
9153388,2,0
23309036,2,0
9867401,2,0
12837781,2,0
22449006,2,0
10453027,2,0
10222932,2,0
13048461,2,0
12663610,2,0
7169911,2,0
12298300,2,0
2035211,2,0
17509253,2,0
220094,2,0
12173332,2,0
11641135,2,0
11760974,2,0
1387858,2,0
15395949,2,0
11785813,2,0
382064,2,0
16444508,2,0
14055174,2,0
24587049,2,0
11649432,2,0
12799574,2,0
1947844,2,0
6338900,2,0
8049690,2,0
16057107,2,0
7928881,2,0
7361394,2,0
24083207,2,0
16849268,2,0
16000302,2,0
16227332,2,0
14292160,2,0
24377153,2,0
20872085,2,0
8596103,2,0
16231407,2,0
8553982,2,0
7988853,2,0
11288152,2,0
14200164,2,0
23940875,2,0
17230305,2,0
7956516,2,0
21375326,2,0
12922865,2,0
14504567,2,0
29716,2,0
22310875,2,0
5958418,2,0
24223389,2,0
5348800,2,0
13276373,2,0
192290,2,0
17852040,2,0
24889994,2,0
7913705,2,0
15347355,2,0
23071340,2,0
11426496,2,0
7007171,2,0
153165,2,0
1023564,2,0
6796112,2,0
7771605,2,0
20556913,2,0
6475260,2,0
13804394,2,0
5504468,2,0
22247643,2,0
18097955,2,0
23935250,2,0
17928501,2,0
10971085,2,0
891427,2,0
855500,2,0
18233954,2,0
20374925,2,0
10434514,2,0
10044008,2,0
971751,2,0
297802,2,0
9880533,2,0
23053331,2,0
5948215,2,0
564678,2,0
219715,2,0
20779008,2,0
18331440,2,0
12243444,2,0
342916,2,0
7771488,2,0
20802174,2,0
5501942,2,0
7518,2,0
349165,2,0
11708249,2,0
6440072,2,0
194264,2,0
6140111,2,0
23940357,2,0
11026871,2,0
11522084,2,0
9035254,2,0
7793283,2,0
1317922,2,0
194235,2,0
5288632,2,0
20255330,2,0
1459829,2,0
15969663,2,0
17182893,2,0
21560485,2,0
1062946,2,0
6631769,2,0
14959078,2,0
6934354,2,0
8219772,2,0
7869765,2,0
16848644,2,0
11325926,2,0
7568922,2,0
6840136,2,0
10447083,2,0
558381,2,0
10903238,2,0
6037209,2,0
13209572,2,0
13704,2,0
7868087,2,0
12539634,2,0
8000876,2,0
6805360,2,0
5959831,2,0
10719707,2,0
1428931,2,0
20731384,2,0
6678970,2,0
8504805,2,0
265552,2,0
20651652,2,0
846770,2,0
1023923,2,0
1103022,2,0
8332875,2,0
16992646,2,0
24149341,2,0
5099416,2,0
7994757,2,0
6637994,2,0
7767155,2,0
10586202,2,0
11177124,2,0
14073143,2,0
20164131,2,0
5314824,2,0
300051,2,0
11455615,2,0
13488884,2,0
17589582,2,0
17367105,2,0
11388905,2,0
5703115,2,0
1760985,2,0
1315839,2,0
5693210,2,0
8133391,2,0
56283,2,0
20061581,2,0
21825195,2,0
23873322,2,0
15796441,2,0
11106456,2,0
9730594,2,0
5673754,2,0
20524008,2,0
11316930,2,0
12344426,2,0
12206244,2,0
12474416,2,0
6485290,2,0
24155640,2,0
1803096,2,0
1553462,2,0
19943720,2,0
8588863,2,0
24584253,2,0
11326431,2,0
6998277,2,0
7737032,2,0
21192492,2,0
10165649,2,0
7987235,2,0
17280474,2,0
7260844,2,0
15126832,2,0
8415773,2,0
8805030,2,0
288825,2,0
17333449,2,0
15646087,2,0
8610282,2,0
5276040,2,0
879057,2,0
20448073,2,0
15915443,2,0
13482772,2,0
1668214,2,0
14055698,2,0
8329525,2,0
23096407,2,0
15062391,2,0
672080,2,0
24676195,2,0
2168142,2,0
7255168,2,0
18767463,2,0
7985671,2,0
7854516,2,0
5574058,2,0
7456831,2,0
9074442,2,0
17843462,2,0
10008910,2,0
5487191,2,0
455064,2,0
9982127,2,0
121748,2,0
390531,2,0
6945155,2,0
11961159,2,0
7534332,2,0
13683037,2,0
6217630,2,0
6103994,2,0
17916681,2,0
8292179,2,0
13219875,2,0
21942787,2,0
24711339,2,0
19520136,2,0
9971013,2,0
24051389,2,0
6001113,2,0
17246939,2,0
18266430,2,0
974251,2,0
9709298,2,0
7535303,2,0
12121285,2,0
23289262,2,0
11833191,2,0
8208895,2,0
18003727,2,0
1031512,2,0
6086447,2,0
22692514,2,0
14877906,2,0
15206679,2,0
22908456,2,0
23385976,2,0
8289924,2,0
7875960,2,0
16900551,2,0
5150064,2,0
5611293,2,0
15340230,2,0
1875661,2,0
781140,2,0
1322161,2,0
150060,2,0
19936455,2,0
11642763,2,0
16374487,2,0
11575645,2,0
22292573,2,0
714856,2,0
823282,2,0
8160712,2,0
15763800,2,0
1330883,2,0
716166,2,0
6175543,2,0
8759551,2,0
19444672,2,0
19491595,2,0
5306522,2,0
170975,2,0
17551258,2,0
18651124,2,0
11381237,2,0
17809618,2,0
13043542,2,0
12244167,2,0
215709,2,0
418621,2,0
7661757,2,0
2229499,2,0
1399278,2,0
8076073,2,0
23966941,2,0
16361589,2,0
288628,2,0
1515888,2,0
1525728,2,0
19429808,2,0
8500797,2,0
247131,2,0
21139494,2,0
18025738,2,0
6775260,2,0
13547839,2,0
14345400,2,0
6107263,2,0
8335557,2,0
21999752,2,0
24015988,2,0
19303012,2,0
8078401,2,0
11575944,2,0
1846727,2,0
888421,2,0
13218552,2,0
20601078,2,0
5911556,2,0
19344669,2,0
22400869,2,0
5095655,2,0
483970,2,0
8461296,2,0
16935231,2,0
8258063,2,0
1645940,2,0
11628768,2,0
5213110,2,0
9015451,2,0
20115862,2,0
6046802,2,0
511399,2,0
185989,2,0
18621936,2,0
9239004,2,0
13898369,2,0
13930354,2,0
15170688,2,0
6673650,2,0
6742047,2,0
6731749,2,0
22066048,2,0
24038714,2,0
6482825,2,0
1096831,2,0
994802,2,0
11179137,2,0
1820228,2,0
10072849,2,0
7012429,2,0
7164454,2,0
865758,2,0
8452549,2,0
12299126,2,0
1180370,2,0
13760431,2,0
18459760,2,0
2215544,2,0
12256673,2,0
8390539,2,0
17342148,2,0
8624375,2,0
7985285,2,0
11709930,2,0
19650622,2,0
24851351,2,0
8997,2,0
1056806,2,0
536063,2,0
644322,2,0
8767122,2,0
76291,2,0
8874006,2,0
21394072,2,0
19428816,2,0
870409,2,0
1482431,2,0
1429608,2,0
11306302,2,0
2232,2,0
22526703,2,0
12313887,2,0
8871229,2,0
21679640,2,0
399683,2,0
17530188,2,0
5241036,2,0
10758101,2,0
1263511,2,0
24596360,2,0
10194577,2,0
15884691,2,0
7069669,2,0
11120074,2,0
16310825,2,0
16291503,2,0
8057492,2,0
55836,2,0
8008727,2,0
7505791,2,0
21002364,2,0
14728279,2,0
5244929,2,0
12735330,2,0
13055260,2,0
5459662,2,0
22588244,2,0
21235065,2,0
8068652,2,0
6928756,2,0
17576364,2,0
7846551,2,0
14820880,2,0
6865791,2,0
2221866,2,0
15577002,2,0
15320180,2,0
19821745,2,0
5387757,2,0
11397708,2,0
21240612,2,0
21604134,2,0
10404832,2,0
16137204,2,0
11599168,2,0
6207003,2,0
15564185,2,0
5333421,2,0
6118444,2,0
412970,2,0
